Name,Gender,Eye Color,Hair Color,Superpowers,Weakness,Alignment,Status,Identity,Race,Skin Color,Can_Fly,Has_Claws,Healing_Factor,Uses_Magic,Wears_Armor,Super_Strength,Telepathy,Super_Speed,Shoots_Webs,Vulnerable_to_Magic,Vulnerable_to_Physical,Vulnerable_to_Energy,Is_Marvel,Is_DC,Is_X_Men,Is_Avenger,Is_Batman_Family,Is_Spider_Man_Family,Is_Fantastic_Four
Thing from the Swamp (Earth-616),Male,Unknown,Brown,"After his transformation by the chemicals found in Keecheebee Swamp, Hans had  and was bullet proof.",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Tom Garrett (Earth-616),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Vixen (Miss America Foe) (Earth-616),Female,Amber,Black,"Intelligence: 50, Strength: 38, Speed: 50, Durability: 50, Power: 62, Combat: 25",Human mortality / Physical trauma,Bad,Deceased,Unknown Identity,Human,Black,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
Waxy Jordan (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
White (WWII) (Earth-616),Male,Unknown,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Yellow Claw (Japanese) (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Zako (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Zerhu (Earth-616),Male,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Abigail Varden (Earth-616),Female,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Unknown,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ace Maxwell (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Alvin Martinike (Earth-616),Male,Unknown,Bald / No Hair,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Am (Earth-616),Male,Unknown,Brown,Am had super-human strength that seemed to increase proportionately based on the collective fear of all those who believed that he really existed. This collective fear also caused Am to become more and more hideous as well.,Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Amazo (Earth-616),Male,Red,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Unknown Identity,Android,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Arch Murdock (Earth-616),Male,Blue,Red,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Arnold Ogley (Earth-616),Male,Unknown,Brown,"'''''': After injecting himself with his own formula, Arnold Ogley became invisible to the human eye. The exact mechanics of this invisibility is unknown. It appears that those who are injected with the formula are permanently invisible, and cannot shift back to visibility. There was no known cure for this condition, however after death those who were rendered invisible would revert to normal.",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Baxter (Earth-616),Male,Unknown,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Bel Cummings (Earth-616),Male,Unknown,Bald / No Hair,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Bert and Ollie (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Black Patch (All-Winners Squad Foe) (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Blackbeard (Criminal) (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Calcium Master (Earth-616),Male,Unknown,Black,"| Abilities               = Calcium Master was an expert sculptor, who could quickly carve life like statues of his victims out of calcium.",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
Captain Storm (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Crooner (Earth-616),Male,Unknown,Blond,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Crusher (WWII era) (Earth-616),Male,Unknown,Bald / No Hair,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Cyclops (Nazi) (Earth-616),Male,Brown,Brown,| Abilities               =,Inability to control optic blasts without visor/glasses,Bad,Deceased,Secret Identity,Mutant,White,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Danny Grogan (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Doctor Feerce (Earth-616),Male,Unknown,Black,"Dr. Feerce claimed to have ""shock immunity"" after being caught in a Chroma gas explosion. This granted him long life making him over 1000 years old when he encountered the Sub-Mariner. However, given the fact that Feerce was killed in the electric chair, it can be presumed that the explosion only caused Feerce to age slowly if not stop his ageing completely.",Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ed Fallon (Earth-616),Male,Unknown,Brown,"Ed Fallon was a normal man until after his eye transplant. With the eyes of Rajah Swami Sabini, Ed had the ability to hypnotize those he made eye contact with. The effects of which would eventually wear off shortly after Ed fled. Those hypnotized by Ed retained only foggy recollections of what they did while hypnotized. As Ed was able to hypnotize people without any sort of physical or mystical training, it can only be assumed that the Rajah's hypnotic abilities were likely the cause of some kin",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Edmund Kenyon (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Elena King (Earth-616),Female,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Elmer Bright (Earth-616),Male,Unknown,White,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ernest Parker (Earth-616),Male,Unknown,Blond,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
False Face (Earth-616),Male,Unknown,Bald / No Hair,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Fencing Master (Earth-616),Male,Unknown,Grey,"| Abilities               = The Fencing Master, as his name suggests, was an expert at fencing.",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Futura (Earth-616),Female,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
George Munson (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Headless Man (Kenyon) (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Homer Hamlen (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
House Killer (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Irwin Hayes (Earth-616),Male,Unknown,Grey,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ivan the Sculptor (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Jay Kelsey (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
John Drake (Earth-616),Male,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
John Harriman (Earth-616),Male,Blue,White,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Jonathan Ware (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Joshua Blaine (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Joshua Crown (Earth-616),Male,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Julius Aaroni (Earth-616),Male,Unknown,Black,| Abilities               = Aaroni apparently had some engineering skills as he was able to build a modified bus acted as a tank and could even travel underwater.,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
King Cole (Earth-616),Male,Unknown,Bald / No Hair,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Larry Batten (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Lucien Dennis (Earth-616),Male,Unknown,Red,| Abilities               =,Human mortality / Physical trauma,Neutral,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Lucille Kennedy (Earth-616),Female,Unknown,Blond,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Lynch Mason (Earth-616),Male,Unknown,White,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Mephisto (Actor) (Earth-616),Male,White,Black,"Intelligence: 88, Strength: 85, Speed: 35, Durability: 95, Power: 100, Combat: 42",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
Mona Welles (Earth-616),Female,Unknown,Black,"Mona Welles was transformed into a vampire, and presumably has all their trademark powers. However, she only displayed the abilities to hypnotize her victims and transform into a massive bat or a partial transformation into a human/bat hybrid.",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Morla (Earth-616),Female,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Moudini (Earth-616),Male,Unknown,Black,| Abilities               = Moudini was an expert slight of hand magician.,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Myron Delasco (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ned Nestor (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Noah Crane (Earth-616),Male,Unknown,White,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Peter Blake (Earth-616),Male,Unknown,Black,| Abilities               = Skilled inventor,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Peter Sazlo (Earth-616),Male,Unknown,White,| Abilities               = The Statue of Death was a skill wood carver.,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Queen of Crime (Earth-616),Female,Unknown,Red,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Raymond Cartel (Earth-616),Male,Unknown,White,| Abilities               = Cartel was an expert on the human mind and a brilliant scientist and inventor.,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Robe (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Rodney Adams (Earth-616),Male,Unknown,Blond,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Roger Sharmine (Earth-616),Male,Unknown,Black,| Abilities               = Sharmine was a brilliant electrical engineer.,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Sardu the Mystic (Earth-616),Male,Unknown,Black,"Sardu had the ability to hypnotize victims and bend their will to his own. The specifics and limitations of this ability are unknown. In the case of Namor, being knocked into water snapped him out of Sardu's control. Upon his death, those in his thrall were also released from his hold.",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Sensitivo (Andrew) (Earth-616),Male,Unknown,Brown,"''':''' Sensitivo's large hands are highly sensitive to vibrations. By placing his hands on a surface, he can detect motion around him, ""hear"" conversations in another room, and even crack safes.",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Silk Stocking Strangler (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,Yellow,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Simon Knell (Earth-616),Male,Unknown,White,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Sonny Fenton (Earth-616),Male,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Spiderman (1940s) (Earth-616),Male,Unknown,White,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Steeley (Earth-616),Male,Unknown,Bald / No Hair,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Tom Hendricks (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Tommy Wilkins (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Tony Sloan (Earth-616),Male,Unknown,White,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Trigger (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Walt Neilson (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Whiting (Earth-616),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Abara and Cadabra (Earth-616),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Acrobat (1940s) (Earth-616),Male,Unknown,Black,"| Abilities               = The Acrobat, as his name suggests, was skilled in acrobatics.",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Andrew Webster (Earth-616),Male,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Baron Frankenstein (Earth-616),Male,Unknown,Black,"It is unspecified if Baron Frankenstein is either a normal, albeit deformed, man or if he is a creature typical of the Frankenstein family's creations. If the latter is true, it can be presumed that Baron Frankenstein's strength, durability, and other abilities are likely similar to the Frankenstein Monster.",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Benny Elton (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Black Baron (1940s) (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Bruce Fearing (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Neutral,Deceased,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Corsair (Pirate) (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
D. Mencha (Earth-616),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ed Clements (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Ed Sampson (Earth-616),Male,Unknown,Red,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Edgar Elliot (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Elaine Clayton (Earth-616),Female,Blue,Blond,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Father Time (Lighthouse keeper) (Earth-616),Male,Unknown,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Gallery (Earth-616),Male,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Helen Hale (Earth-616),Female,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Deceased,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Henry Oliver (Earth-616),Male,Unknown,Orange,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Hillary King (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Hubert Humperdinck (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Neutral,Deceased,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Hyram Heale (Earth-616),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Jack Jordan (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Jade Nelson (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Jane Newell (Earth-616),Female,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
John J. Curtis (Earth-616),Male,Unknown,White,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
John Williamson (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Joyce Clayton (Earth-616),Female,Blue,Blond,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Joyce Curtis (Earth-616),Female,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Kelsey Riordan (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Kenneth Stanton (Earth-616),Male,Unknown,White,No known paranormal powers.,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
King Leer (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Laughing Boy (Earth-616),Male,Unknown,Grey,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Leonard Lajo (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Lydia Kenny (Earth-616),Female,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Oracle (Phantom of the Planetarium) (Earth-616),Male,Blue,Red,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Oscar Tooley (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Pirate Fletcher (Earth-616),Male,Unknown,Unknown,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Porky Potter (Earth-616),Male,Unknown,Bald / No Hair,| Abilities               =,Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Professor Ramsey (Earth-616),Male,Unknown,Brown,| Abilities               =,Human mortality / Physical trauma,Neutral,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Quentin Ford (Earth-616),Male,Unknown,Black,| Abilities               =,Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
